Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-01-02 00:00:00-05:00,0.22516493499279022,0.23084098659197638,0.22043487515158483,0.22516493499279022,452312000,0.0,0.0
2001-01-03 00:00:00-05:00,0.21948890346159922,0.25260096746113936,0.2185428863542982,0.24787090718746185,817073600,0.0,0.0
2001-01-04 00:00:00-05:00,0.2745973963390647,0.28003693754347764,0.25449296138506605,0.25827786326408386,739396000,0.0,0.0
2001-01-05 00:00:00-05:00,0.2563850106275158,0.26300793878910805,0.2431400132404717,0.24787090718746185,412356000,0.0,0.0
2001-01-08 00:00:00-05:00,0.25638501512551776,0.2570945216527341,0.24124798325830846,0.2507089376449585,373699200,0.0,0.0
2001-01-09 00:00:00-05:00,0.2544929823171926,0.2670284734802933,0.2507089390630257,0.2601698935031891,588929600,0.0,0.0
2001-01-10 00:00:00-05:00,0.25260097189275427,0.2573310069865875,0.24314001750610426,0.2507089376449585,580781600,0.0,0.0
2001-01-11 00:00:00-05:00,0.2459788728748318,0.28003692520740003,0.2459788728748318,0.2724688649177551,803734400,0.0,0.0
2001-01-12 00:00:00-05:00,0.27057600613644095,0.2724688993310988,0.25827788450751976,0.2601698935031891,423376800,0.0,0.0
2001-01-16 00:00:00-05:00,0.2639539130799261,0.2762529178045795,0.25733098535877663,0.2592238783836365,306118400,0.0,0.0
2001-01-17 00:00:00-05:00,0.26584595639512737,0.26584595639512737,0.2497629334603968,0.25449296832084656,840873600,0.0,0.0
2001-01-18 00:00:00-05:00,0.26963000422940503,0.28382099326170473,0.2667919529473434,0.2828750014305115,1227010400,0.0,0.0
2001-01-19 00:00:00-05:00,0.29422795577891603,0.29611998991123895,0.28287499310018177,0.2951739728450775,776664000,0.0,0.0
2001-01-22 00:00:00-05:00,0.28855188660142256,0.297065963897756,0.27909093335961443,0.29138991236686707,519327200,0.0,0.0
2001-01-23 00:00:00-05:00,0.2923360135115317,0.3169339786054101,0.28855196964760416,0.31031104922294617,879530400,0.0,0.0
2001-01-24 00:00:00-05:00,0.31220394272262486,0.3131499347414825,0.2961200573754593,0.31031104922294617,717091200,0.0,0.0
2001-01-25 00:00:00-05:00,0.31125777513605934,0.31125777513605934,0.29895879852823654,0.3017968237400055,489708800,0.0,0.0
2001-01-26 00:00:00-05:00,0.29517397090468755,0.29990486461484517,0.28855190201074205,0.2961199879646301,482820800,0.0,0.0
2001-01-29 00:00:00-05:00,0.2961200094640209,0.32923293314615926,0.2961200094640209,0.32828691601753235,855528800,0.0,0.0
2001-01-30 00:00:00-05:00,0.3263949093139435,0.3330169792476984,0.3159879621356652,0.32923296093940735,692423200,0.0,0.0
2001-01-31 00:00:00-05:00,0.3254488030017411,0.34058580564030766,0.32450278612569466,0.3273408114910126,730704800,0.0,0.0
2001-02-01 00:00:00-05:00,0.31314981789659924,0.32544882111727147,0.3103109334373294,0.3197718858718872,369695200,0.0,0.0
