Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-10-31 00:00:00-04:00,16.93303108215332,16.961423873901367,16.81198501586914,16.94399070739746,61710442,0.0,0.0
2012-11-01 00:00:00-04:00,16.92406463623047,17.20800018310547,16.90463638305664,17.125558853149414,82311371,0.0,0.0
2012-11-02 00:00:00-04:00,17.304887771606445,17.323816299438477,17.120080947875977,17.133777618408203,93324497,0.0,0.0
2012-11-05 00:00:00-05:00,17.04859733581543,17.107376098632812,16.825931549072266,17.01024055480957,65681270,0.0,0.0
2012-11-06 00:00:00-05:00,17.07300567626953,17.098411560058594,16.87549591064453,16.97935676574707,63549309,0.0,0.0
2012-11-07 00:00:00-05:00,16.81198501586914,16.892433166503906,16.60002899169922,16.615720748901367,89626688,0.0,0.0
2012-11-08 00:00:00-05:00,16.692432403564453,16.72456169128418,16.219953536987305,16.246355056762695,104269368,0.0,0.0
2012-11-09 00:00:00-05:00,16.305133819580078,16.646106719970703,16.19679069519043,16.513851165771484,125030896,0.0,0.0
2012-11-12 00:00:00-05:00,16.531784057617188,16.682470321655273,16.460054397583008,16.58533477783203,56446786,0.0,0.0
2012-11-13 00:00:00-05:00,16.513105392456055,16.627674102783203,16.39430046081543,16.414724349975586,64007018,0.0,0.0
2012-11-14 00:00:00-05:00,16.454822540283203,16.4926815032959,16.201772689819336,16.252830505371094,66986143,0.0,0.0
2012-11-15 00:00:00-05:00,16.18931770324707,16.438385009765625,16.03738784790039,16.121074676513672,74233205,0.0,0.0
2012-11-16 00:00:00-05:00,16.08944320678711,16.264537811279297,15.840624809265137,16.119081497192383,138043489,0.0,0.0
2012-11-19 00:00:00-05:00,16.33128547668457,16.660551071166992,16.327051162719727,16.642868041992188,95083064,0.0,0.0
2012-11-20 00:00:00-05:00,16.675247192382812,16.886703491210938,16.552207946777344,16.686704635620117,83861158,0.0,0.0
2012-11-21 00:00:00-05:00,16.662296295166016,16.682470321655273,16.448347091674805,16.58458709716797,84804682,0.0,0.0
2012-11-23 00:00:00-05:00,16.686704635620117,16.687450408935547,16.590314865112305,16.636890411376953,37038310,0.0,0.0
