Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-01 00:00:00-05:00,131.42887202011968,133.030589426739,128.6578037456483,131.81210327148438,106239800,0.0,0.0
2021-02-02 00:00:00-05:00,133.3744716941222,133.94440789270448,132.27391351422852,132.64732360839844,83305400,0.0,0.0
2021-02-03 00:00:00-05:00,133.4039620148437,133.4137980670479,131.29127996045318,131.6155548095703,89880900,0.0,0.0
2021-02-04 00:00:00-05:00,133.9345810431321,135.01548206764485,132.25425068601706,135.0056610107422,84183100,0.0,0.0
2021-02-05 00:00:00-05:00,135.16805624206972,135.23693640964225,133.70172105931624,134.58741760253906,75693800,0.205,0.0
2021-02-08 00:00:00-05:00,133.86900613262625,134.78423982382387,132.77663915587237,134.7350311279297,71297200,0.0,0.0
2021-02-09 00:00:00-05:00,134.44964483494994,135.68963803895744,133.69188789515357,133.84933471679688,76774200,0.0,0.0
2021-02-10 00:00:00-05:00,134.3118620752685,134.81376977926942,132.26490334289397,133.2391815185547,73046600,0.0,0.0
2021-02-11 00:00:00-05:00,133.74106372338798,134.22328490682662,131.64491147297906,132.98330688476562,64280000,0.0,0.0
2021-02-12 00:00:00-05:00,132.21572742932344,133.37697478996355,131.56620855825935,133.21951293945312,60145100,0.0,0.0
2021-02-16 00:00:00-05:00,133.33759207476518,133.84932046931334,130.68047264409114,131.07412719726562,80576300,0.0,0.0
2021-02-17 00:00:00-05:00,129.16494965439145,130.1195413407672,127.41322810991329,128.76145935058594,97918500,0.0,0.0
2021-02-18 00:00:00-05:00,127.14753678620946,127.93483105753367,125.38597918116699,127.64944458007812,96856700,0.0,0.0
2021-02-19 00:00:00-05:00,128.17099421588483,128.63352893025385,126.75386785836153,127.8068618774414,87668800,0.0,0.0
2021-02-22 00:00:00-05:00,125.97642334536482,127.65926483394911,123.60471259225076,123.99835968017578,103916400,0.0,0.0
2021-02-23 00:00:00-05:00,121.79394268273191,124.69707578734311,116.50924814949016,123.86058044433594,158273000,0.0,0.0
2021-02-24 00:00:00-05:00,122.95519031001608,123.56533610908328,120.28824260183453,123.35867309570312,111039900,0.0,0.0
2021-02-25 00:00:00-05:00,122.69933034753743,124.45105201664697,118.62509910350694,119.06794738769531,148199500,0.0,0.0
2021-02-26 00:00:00-05:00,120.64250669521527,122.86660597734497,119.274589118892,119.3336410522461,164560400,0.0,0.0
2021-03-01 00:00:00-05:00,121.78409709170157,125.89769356046011,120.83934863342793,125.75991821289062,116307900,0.0,0.0
2021-03-02 00:00:00-05:00,126.3700752569462,126.67514817721526,123.0240863429545,123.13233947753906,102260900,0.0,0.0
2021-03-03 00:00:00-05:00,122.82725440807866,123.71295842657999,119.90443490112091,120.12094116210938,112966300,0.0,0.0
2021-03-04 00:00:00-05:00,119.81588612342472,121.63649562242925,116.73561183609692,118.22161865234375,178155000,0.0,0.0
2021-03-05 00:00:00-05:00,119.0580991293546,120.00284754224747,115.7022672334249,119.49110412597656,153766600,0.0,0.0
2021-03-08 00:00:00-05:00,119.00889785741346,119.07778553218698,114.3638789064172,114.5114974975586,154376600,0.0,0.0
2021-03-09 00:00:00-05:00,117.13907154023329,120.12093533435953,116.90288631615604,119.16634368896484,129525800,0.0,0.0
2021-03-10 00:00:00-05:00,119.75682374818935,120.22919421897191,117.5524031905598,118.07398986816406,111943300,0.0,0.0
2021-03-11 00:00:00-05:00,120.5933021311385,121.25265655427604,119.33363770837059,120.02251434326172,103026500,0.0,0.0
2021-03-12 00:00:00-05:00,118.4873107730771,119.24507514504536,117.26701168353904,119.1072998046875,88105100,0.0,0.0
2021-03-15 00:00:00-04:00,119.48127080460571,122.03012217184296,118.50699264910888,122.02027893066406,92403800,0.0,0.0
2021-03-16 00:00:00-04:00,123.70311215561948,125.19896946316324,122.73868475435464,123.57518005371094,115227900,0.0,0.0
2021-03-17 00:00:00-04:00,122.07934089586094,123.86058477768535,120.39649940113479,122.77806091308594,111932600,0.0,0.0
2021-03-18 00:00:00-04:00,120.92791584527149,121.22315302469195,118.40858661147209,118.61524963378906,121229700,0.0,0.0
2021-03-19 00:00:00-04:00,117.99526513477059,119.50095829007921,117.77875886257313,118.08383178710938,185549500,0.0,0.0
2021-03-22 00:00:00-04:00,118.41842353689275,121.90218753055137,118.34953586646134,121.4298095703125,111912300,0.0,0.0
2021-03-23 00:00:00-04:00,121.3707736652029,122.26631344370841,120.1996756774253,120.59332275390625,95467100,0.0,0.0
2021-03-24 00:00:00-04:00,120.86887779555218,120.9476087153144,118.1625643713243,118.18224334716797,88530500,0.0,0.0
2021-03-25 00:00:00-04:00,117.6409784112559,119.72730261597711,117.1095559956705,118.6742935180664,98844700,0.0,0.0
2021-03-26 00:00:00-04:00,118.43811572415702,119.5501693242922,117.0308324356042,119.28445434570312,94071200,0.0,0.0
2021-03-29 00:00:00-04:00,119.71746536116083,120.63269164907064,118.8120823151967,119.46159362792969,80819200,0.0,0.0
2021-03-30 00:00:00-04:00,118.201940456593,118.48733443524031,116.9717978804551,117.99527740478516,85671900,0.0,0.0
2021-03-31 00:00:00-04:00,119.71746146605567,121.55774971575192,119.22540449949415,120.20951843261719,118323800,0.0,0.0
2021-04-01 00:00:00-04:00,121.69553167340572,122.20726761123784,120.54411267394501,121.04601287841797,75089100,0.0,0.0
2021-04-05 00:00:00-04:00,121.90219049149471,124.15581220490841,121.11489637470461,123.89994049072266,88651200,0.0,0.0
2021-04-06 00:00:00-04:00,124.49040338104108,125.11039241034504,123.65390810106793,124.20500946044922,80171300,0.0,0.0
2021-04-07 00:00:00-04:00,123.83105618069897,125.88785066666166,123.152015174236,125.86817169189453,83466700,0.0,0.0
2021-04-08 00:00:00-04:00,126.90147367316771,128.31859997198228,126.4783119398083,128.28907775878906,88844600,0.0,0.0
2021-04-09 00:00:00-04:00,127.73798458442737,130.92650394407067,127.41322520216997,130.88714599609375,106686700,0.0,0.0
2021-04-12 00:00:00-04:00,130.41477010298632,130.73952947170832,128.5547955485861,129.1551055908203,91420000,0.0,0.0
2021-04-13 00:00:00-04:00,130.33604137377313,132.5207753334346,129.83413369717871,132.29441833496094,91266500,0.0,0.0
2021-04-14 00:00:00-04:00,132.79633118624795,132.8553756172338,129.5684388170068,129.93255615234375,87222800,0.0,0.0
