,0
2017-04-01,102.08817
2017-07-01,102.80463
2017-10-01,102.27408
2018-01-01,103.74395
2018-04-01,102.98411
2018-07-01,103.4489
2018-10-01,105.04941
2019-01-01,104.37709
2019-04-01,102.98581
2019-07-01,104.7253
2019-10-01,105.93081
2020-01-01,106.99007
2020-04-01,132.96365
